"cidade","doenca","quantidade"
"São José de Marimbas","Esterilização",0
"São José de Marimbas","Nódulo mamário não especificado",0
"São José de Marimbas","Trabalho de parto e parto complicados por sofrimento fetal",0
"São José de Marimbas","Outras anormalidades da contração uterina",0
"São José de Marimbas","Hérnia ventral sem obstrução ou gangrena",0
"São José de Marimbas","Pólipo do corpo do útero",0
"São José de Marimbas","Erisipela",0
"São José de Marimbas","Gravidez prolongada",0
"São José de Marimbas","Anemia não especificada",0
"São José de Marimbas","Hipertensão essencial (primária)",0
"São José de Marimbas","Bronquite aguda não especificada",0
"São José de Marimbas","Episódio depressivo moderado",0
"São José de Marimbas","Gastrite não especificada",0
"São José de Marimbas","Outras septicemias especificadas",0
"São José de Marimbas","Outros recém-nascidos de pré-termo",0
"São José de Marimbas","Tuberculose pulmonar",0
"São José de Marimbas","Fratura da rótula [patela]",0
"São José de Marimbas","Fratura da extremidade inferior do úmero",0
"São José de Marimbas","Neoplasia maligna dos ureteres",0
"São José de Marimbas","Fratura do maléolo lateral",0
"São José de Marimbas","Afecções da pele e do tecido subcutâneo",0
"São José de Marimbas","Cisto ovariano de desenvolvimento",0
"São José de Marimbas","Parto por cesariana",0
"São José de Marimbas","Infecção bacteriana não especificada",0
"São José de Marimbas","Neoplasia benigna de outras partes do útero",0
"São José de Marimbas","Úlcera gastrojejunal - aguda com hemorragia",0
"São José de Marimbas","Neoplasia benigna de localização não especificada",0
"São José de Marimbas","Salpingite e ooforite não especificadas",0
"São José de Marimbas","Fratura da diáfise do fêmur",0
"São José de Marimbas","Luxação da articulação do tornozelo",0
"São José de Marimbas","Neoplasia de comportamento incerto ou desconhecido da bexiga",0
"São José de Marimbas","Apendicite aguda sem outra especificação",0
"São José de Marimbas","Outras doenças especificadas do intestino",0
"São José de Marimbas","Hérnia umbilical sem obstrução ou gangrena",0
"São José de Marimbas","Neoplasia de comportamento incerto ou desconhecido da próstata",0
"São José de Marimbas","Nevo melanocítico de outras partes e de partes não especificadas da face",0
"São José de Marimbas","Neoplasia benigna da glândula parótida",0
"São José de Marimbas","Outras pneumonias bacterianas",0
"São José de Marimbas","Outros transtornos respiratórios pós-procedimentos",0
"São José de Marimbas","Úlcera de decúbito",0
"São José de Marimbas","Pneumoconiose não especificada",0
"São José de Marimbas","Pneumonia viral não especificada",0
"São José de Marimbas","Traumatismo do rim",0
"São José de Marimbas","Doador de medula óssea",0
"São José de Marimbas","Leucemia linfoblástica aguda",0
"São José de Marimbas","Angina instável",0
"São José de Marimbas","Neoplasia de comportamento incerto ou desconhecido da medula espinhal",0
"São José de Marimbas","Trabalho de parto precipitado",0
"São José de Marimbas","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de abstinência com delirium",0
"São José de Marimbas","Fratura da diáfise da tíbia",0
"São José de Marimbas","Neoplasia maligna da glândula tireóide",0
"São José de Marimbas","Gangrena gasosa",0
"São José de Marimbas","Transtornos do desenvolvimento dos maxilares",0
"São José de Marimbas","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome [estado] de abstinência",0
"São José de Marimbas","Insuficiência respiratória do recém-nascido",0
"São José de Marimbas","Fratura da extremidade distal do rádio e do cúbito [ulna]",0
"São José de Marimbas","Fenda palatina não especificada",0
"São José de Marimbas","Fratura da clavícula",0
"São José de Marimbas","Doença do pâncreas",0
"São José de Marimbas","Fratura da extremidade superior do úmero",0
"São José de Marimbas","Acidente vascular cerebral",0
"São José de Marimbas","Varizes dos membros inferiores com úlcera",0
"São José de Marimbas","Insuficiência cardíaca não especificada",0
"São José de Marimbas","Diabetes mellitus não-insulino-dependente - com complicações não especificadas",0
"São José de Marimbas","Angiopatia periférica em doenças classificadas em outra parte",0
"São José de Marimbas","Doença pulmonar obstrutiva crônica não especificada",0
"São José de Marimbas","Hérnia ventral com obstrução",0
"São José de Marimbas","Neoplasia maligna da próstata",0
"São José de Marimbas","Outros traumatismos intracranianos",0
"São José de Marimbas","Bloqueio atrioventricular total",0
"São José de Marimbas","Fratura de outras partes do antebraço",0
"São José de Marimbas","Outras infecções intestinais especificadas",0
"São José de Marimbas","Insuficiência respiratória aguda",0
"São José de Marimbas","Hipertensão secundária",0
"São José de Marimbas","Septicemia bacteriana não especificada do recém-nascido",0
"São José de Marimbas","Afecções hipertróficas da pele",0
"São José de Marimbas","Salpingite e ooforite agudas",0
"São José de Marimbas","Hepatite viral",0
"São José de Marimbas","Abscesso cutâneo",0
"São José de Marimbas","Outros sintomas e sinais gerais especificados",0
"São José de Marimbas","Complicação não especificada de cuidados médicos e cirúrgicos",0
"São José de Marimbas","Diabetes mellitus insulino-dependente - sem complicações",0
"São José de Marimbas","Fratura da diáfise do úmero",0
"São José de Marimbas","Neoplasia maligna da face dorsal da língua",0
"São José de Marimbas","Síndrome do túnel do tarso",0
"São José de Marimbas","Insuficiência renal crônica não especificada",0
"São José de Marimbas","Outras hemorragias subaracnóides",0
"São José de Marimbas","Neoplasia maligna do estômago com lesão invasiva",0
"São José de Marimbas","Estenose mitral",0
"São José de Marimbas","Neoplasia maligna do cérebro",0
"São José de Marimbas","Fístula de via biliar",0
"São José de Marimbas","Outras pneumonias virais",0
"São José de Marimbas","Desconforto respiratório não especificado do recém-nascido",0
"São José de Marimbas","Outras complicações específicas de gestação múltipla",0
"São José de Marimbas","Pré-eclâmpsia não especificada",0
"São José de Marimbas","Transtorno osteomuscular não especificado pós-procedimento",0
"São José de Marimbas","Neoplasia maligna do estômago",0
"São José de Marimbas","Cólica nefrética não especificada",0
"São José de Marimbas","Bronquite não especificada como aguda ou crônica",0
"São José de Marimbas","Diabetes mellitus insulino-dependente - com complicações não especificadas",0
"São José de Marimbas","Leucoma aderente",0
"São José de Marimbas","Fratura dos ossos malares e maxilares",0
"São José de Marimbas","Neoplasia maligna da porção cervical do esôfago (esôfago cervical)",0
"São José de Marimbas","Amputação traumática do pé ao nível do tornozelo",0
"São José de Marimbas","Incompetência do colo do útero",0
"São José de Marimbas","Aborto retido",0
"São José de Marimbas","Neoplasia maligna do cerebelo",0
"São José de Marimbas","Outras cistites",0
"São José de Marimbas","Embolia aérea subseqüentes à infusão",0
"São José de Marimbas","Leucemia mielóide aguda",0
"São José de Marimbas","Distúrbio metabólico não especificado",0
"São José de Marimbas","Calculose da vesícula biliar sem colecistite",0
"Barra do Camaratuba","Outros tipos de parto único espontâneo",0
"Barra do Camaratuba","Cisto pilonidal com abscesso",0
"Barra do Camaratuba","Cistocele",0
"Barra do Camaratuba","Anemia nutricional não especificada",0
"Barra do Camaratuba","Obstrução do trabalho de parto devida a desproporção feto-pélvica",0
"Barra do Camaratuba","Aborto espontâneo - incompleto",0
"Barra do Camaratuba","Infecção intestinal bacteriana não especificada",0
"Barra do Camaratuba","Neoplasia maligna da trompa de Falópio",0
"Barra do Camaratuba","Parto por cesariana eletiva",0
"Barra do Camaratuba","Hérnia umbilical com obstrução",0
"Barra do Camaratuba","Sialadenite",0
"Barra do Camaratuba","Outras enterites virais",0
"Barra do Camaratuba","Infecção estreptocócica de localização não especificada",0
"Barra do Camaratuba","Outros acidentes isquêmicos cerebrais transitórios e síndromes correlatas",0
"Barra do Camaratuba","Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas",0
"Barra do Camaratuba","Transtornos não especificados dos glóbulos brancos",0
"Barra do Camaratuba","Aderências peritoniais",0
"Barra do Camaratuba","Parto por cesariana de emergência",0
"Barra do Camaratuba","Púrpura trombocitopênica idiopática",0
"Barra do Camaratuba","Septicemia não especificada",0
"Barra do Camaratuba","Neoplasia maligna da mama com lesão invasiva",0
"Barra do Camaratuba","Parto espontâneo cefálico",0
"Barra do Camaratuba","Poliartropatia inflamatória",0
"Barra do Camaratuba","Diabetes mellitus não especificado - com complicações circulatórias periféricas",0
"Barra do Camaratuba","Pneumonia bacteriana não especificada",0
"Barra do Camaratuba","Trabalho de parto e parto complicados por vasa praevia",0
"Barra do Camaratuba","Hérnia inguinal unilateral ou não especificada",0
"Barra do Camaratuba","Calculose da vesícula biliar com outras formas de colecistite",0
"Barra do Camaratuba","Outras afecções especificadas da pele e do tecido subcutâneo",0
"Barra do Camaratuba","Outros transtornos especificados dos órgãos genitais masculinos",0
"Barra do Camaratuba","Outras colelitíases",0
"Barra do Camaratuba","Outros transtornos especificados do aparelho urinário",0
"Barra do Camaratuba","Outras doenças bacterianas especificadas",0
"Barra do Camaratuba","Retenção urinária",0
"Barra do Camaratuba","Infecção estafilocócica de localização não especificada",0
"Barra do Camaratuba","Parto único espontâneo",0
"Barra do Camaratuba","Outros cistos ovarianos e os não especificados",0
"Barra do Camaratuba","Hipertrofia do prepúcio",0
"Barra do Camaratuba","Infecção do trato urinário de localização não especificada",0
"Barra do Camaratuba","Transtorno depressivo recorrente",0
"Barra do Camaratuba","Outros transtornos da placenta",0
"Barra do Camaratuba","Hemorróidas externas sem complicação",0
"Barra do Camaratuba","Esquizofrenia simples",0
"Barra do Camaratuba","Transtorno afetivo bipolar",0
"Barra do Camaratuba","Esquizofrenia paranóide",0
"Barra do Camaratuba","Fratura do colo do fêmur",0
"Barra do Camaratuba","Diarréia e gastroenterite de origem infecciosa presumível",0
"Barra do Camaratuba","Dengue [dengue clássico]",0
"Barra do Camaratuba","Calculose da vesícula biliar com colicistite aguda",0
"Barra do Camaratuba","Neoplasia benigna do útero",0
"Barra do Camaratuba","Outra hidrocele",0
"Barra do Camaratuba","Neoplasia lipomatosa benigna da pele e do tecido subcutâneo da cabeça",0
"Barra do Camaratuba","Outras gastrites",0
"Barra do Camaratuba","Fratura das diáfises do rádio e do cúbito [ulna]",0
"Barra do Camaratuba","Outros descolamentos da retina",0
"Barra do Camaratuba","Edema cerebral traumático",0
"Barra do Camaratuba","Obstrução do duodeno",0
"Barra do Camaratuba","Cirrose hepática alcoólica",0
"Barra do Camaratuba","Outra insuficiência renal crônica",0
"Barra do Camaratuba","Neoplasia maligna da porção central da mama",0
"Barra do Camaratuba","Traumatismo do cólon",0
"Barra do Camaratuba","Hiperplasia da próstata",0
"Barra do Camaratuba","Fratura de outras partes e de partes não especificadas do punho e da mão",0
"Barra do Camaratuba","Seguimento envolvendo remoção de placa de fratura e outros dispositivos de fixação interna",0
"Barra do Camaratuba","Outras coxartroses pós-traumáticas",0
"Barra do Camaratuba","Outras formas de doença isquêmica aguda do coração",0
"Barra do Camaratuba","Outras esquizofrenias",0
"Barra do Camaratuba","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de dependência",0
"Barra do Camaratuba","Transtornos mentais e comportamentais devidos ao uso de álcool - transtorno psicótico",0
"Barra do Camaratuba","Outras poliartroses",0
"Barra do Camaratuba","Luxação congênita unilateral do quadril",0
"Barra do Camaratuba","Outras deformidades da orelha",0
"Barra do Camaratuba","Insuficiência cardíaca congestiva",0
"Barra do Camaratuba","Linfoma não-Hodgkin difuso",0
"Barra do Camaratuba","Leiomioma subseroso do útero",0
"Barra do Camaratuba","Neoplasia maligna do colo do útero",0
"Barra do Camaratuba","Neoplasia de comportamento incerto ou desconhecido do ovário",0
"Barra do Camaratuba","Neoplasia lipomatosa benigna da pele e tecido subcutâneo de outras localizações e de localizações não especificadas",0
"Barra do Camaratuba","Transtornos inflamatórios da mama",0
"Barra do Camaratuba","Outros tipos de parto único por cesariana",0
"Barra do Camaratuba","Causas desconhecidas e não especificadas de morbidade",0
"Barra do Camaratuba","Trabalho de parto e parto complicados por cordão curto",0
"Barra do Camaratuba","Gastrite crônica",0
"Barra do Camaratuba","Epilepsia",0
"Barra do Camaratuba","Diabetes mellitus não especificado - com complicações não especificadas",0
"Barra do Camaratuba","Doença do esôfago",0
"Barra do Camaratuba","Pneumonia não especificada",0
"Barra do Camaratuba","Outras gastrites agudas",0
"Barra do Camaratuba","Asma não especificada",0
"Barra do Camaratuba","Desnutrição protéico-calórica não especificada",0
"Barra do Camaratuba","Trabalho de parto prolongado",0
"Barra do Camaratuba","Infecção viral não especificada",0
"Barra do Camaratuba","Nefrite túbulo-intersticial crônica não especificada",0
"Barra do Camaratuba","Leiomioma do útero",0
"Barra do Camaratuba","Outras doenças da glândula de Bartholin",0
"Barra do Camaratuba","Cisto da glândula de Bartholin",0
"Barra do Camaratuba","Outros abscessos da faringe",0
"Barra do Camaratuba","Calculose de via biliar sem colangite ou colecistite",0
"Barra do Camaratuba","Hiperplasia adenomatosa endometrial",0
"Barra do Camaratuba","Doença pelo HIV resultando em encefalopatia",0
"Barra do Camaratuba","Efeito tóxico do veneno de serpente",0
"Barra do Camaratuba","Peritonite aguda",0
"Barra do Camaratuba","Traumatismo cerebral focal",0
"Barra do Camaratuba","Bexiga neuropática não-inibida não classificada em outra parte",0
"Barra do Camaratuba","Doença pulmonar obstrutiva crônica com infecção respiratória aguda do trato respiratório inferior",0
"Barra do Camaratuba","Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça",0
"Barra do Camaratuba","Esterilização",0
"Barra do Camaratuba","Nódulo mamário não especificado",0
"Barra do Camaratuba","Trabalho de parto e parto complicados por sofrimento fetal",0
"Barra do Camaratuba","Outras anormalidades da contração uterina",0
"Barra do Camaratuba","Hérnia ventral sem obstrução ou gangrena",0
"Barra do Camaratuba","Pólipo do corpo do útero",0
"Barra do Camaratuba","Erisipela",0
"Barra do Camaratuba","Gravidez prolongada",0
"Barra do Camaratuba","Anemia não especificada",0
"Barra do Camaratuba","Hipertensão essencial (primária)",0
"Barra do Camaratuba","Bronquite aguda não especificada",0
"Barra do Camaratuba","Episódio depressivo moderado",0
"Barra do Camaratuba","Gastrite não especificada",0
"Barra do Camaratuba","Outras septicemias especificadas",0
"Barra do Camaratuba","Outros recém-nascidos de pré-termo",0
"Barra do Camaratuba","Tuberculose pulmonar",0
"Barra do Camaratuba","Fratura da rótula [patela]",0
"Barra do Camaratuba","Fratura da extremidade inferior do úmero",0
"Barra do Camaratuba","Neoplasia maligna dos ureteres",0
"Barra do Camaratuba","Fratura do maléolo lateral",0
"Barra do Camaratuba","Afecções da pele e do tecido subcutâneo",0
"Barra do Camaratuba","Cisto ovariano de desenvolvimento",0
"Barra do Camaratuba","Parto por cesariana",0
"Barra do Camaratuba","Infecção bacteriana não especificada",0
"Barra do Camaratuba","Neoplasia benigna de outras partes do útero",0
"Barra do Camaratuba","Úlcera gastrojejunal - aguda com hemorragia",0
"Barra do Camaratuba","Neoplasia benigna de localização não especificada",0
"Barra do Camaratuba","Salpingite e ooforite não especificadas",0
"Barra do Camaratuba","Fratura da diáfise do fêmur",0
"Barra do Camaratuba","Luxação da articulação do tornozelo",0
"Barra do Camaratuba","Neoplasia de comportamento incerto ou desconhecido da bexiga",0
"Barra do Camaratuba","Apendicite aguda sem outra especificação",0
"Barra do Camaratuba","Outras doenças especificadas do intestino",0
"Barra do Camaratuba","Hérnia umbilical sem obstrução ou gangrena",0
"Barra do Camaratuba","Neoplasia de comportamento incerto ou desconhecido da próstata",0
"Barra do Camaratuba","Nevo melanocítico de outras partes e de partes não especificadas da face",0
"Barra do Camaratuba","Neoplasia benigna da glândula parótida",0
"Barra do Camaratuba","Outras pneumonias bacterianas",0
"Barra do Camaratuba","Outros transtornos respiratórios pós-procedimentos",0
"Barra do Camaratuba","Úlcera de decúbito",0
"Barra do Camaratuba","Pneumoconiose não especificada",0
"Barra do Camaratuba","Pneumonia viral não especificada",0
"Barra do Camaratuba","Traumatismo do rim",0
"Barra do Camaratuba","Doador de medula óssea",0
"Barra do Camaratuba","Leucemia linfoblástica aguda",0
"Barra do Camaratuba","Angina instável",0
"Barra do Camaratuba","Neoplasia de comportamento incerto ou desconhecido da medula espinhal",0
"Barra do Camaratuba","Trabalho de parto precipitado",0
"Barra do Camaratuba","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de abstinência com delirium",0
"Barra do Camaratuba","Fratura da diáfise da tíbia",0
"Barra do Camaratuba","Neoplasia maligna da glândula tireóide",0
"Barra do Camaratuba","Gangrena gasosa",0
"Barra do Camaratuba","Transtornos do desenvolvimento dos maxilares",0
"Barra do Camaratuba","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome [estado] de abstinência",0
"Barra do Camaratuba","Insuficiência respiratória do recém-nascido",0
"Barra do Camaratuba","Fratura da extremidade distal do rádio e do cúbito [ulna]",0
"Barra do Camaratuba","Fenda palatina não especificada",0
"Barra do Camaratuba","Fratura da clavícula",0
"Barra do Camaratuba","Doença do pâncreas",0
"Barra do Camaratuba","Fratura da extremidade superior do úmero",0
"Barra do Camaratuba","Acidente vascular cerebral",0
"Barra do Camaratuba","Varizes dos membros inferiores com úlcera",0
"Barra do Camaratuba","Insuficiência cardíaca não especificada",0
"Barra do Camaratuba","Diabetes mellitus não-insulino-dependente - com complicações não especificadas",0
"Barra do Camaratuba","Angiopatia periférica em doenças classificadas em outra parte",0
"Barra do Camaratuba","Doença pulmonar obstrutiva crônica não especificada",0
"Barra do Camaratuba","Hérnia ventral com obstrução",0
"Barra do Camaratuba","Neoplasia maligna da próstata",0
"Barra do Camaratuba","Outros traumatismos intracranianos",0
"Barra do Camaratuba","Bloqueio atrioventricular total",1
"Barra do Camaratuba","Fratura de outras partes do antebraço",0
"Barra do Camaratuba","Outras infecções intestinais especificadas",0
"Barra do Camaratuba","Insuficiência respiratória aguda",0
"Barra do Camaratuba","Hipertensão secundária",0
"Barra do Camaratuba","Septicemia bacteriana não especificada do recém-nascido",0
"Barra do Camaratuba","Afecções hipertróficas da pele",0
"Barra do Camaratuba","Salpingite e ooforite agudas",0
"Barra do Camaratuba","Hepatite viral",0
"Barra do Camaratuba","Abscesso cutâneo",0
"Barra do Camaratuba","Outros sintomas e sinais gerais especificados",0
"Barra do Camaratuba","Complicação não especificada de cuidados médicos e cirúrgicos",0
"Barra do Camaratuba","Diabetes mellitus insulino-dependente - sem complicações",0
"Barra do Camaratuba","Fratura da diáfise do úmero",0
"Barra do Camaratuba","Neoplasia maligna da face dorsal da língua",0
"Barra do Camaratuba","Síndrome do túnel do tarso",0
"Barra do Camaratuba","Insuficiência renal crônica não especificada",0
"Barra do Camaratuba","Outras hemorragias subaracnóides",0
"Barra do Camaratuba","Neoplasia maligna do estômago com lesão invasiva",0
"Barra do Camaratuba","Estenose mitral",0
"Barra do Camaratuba","Neoplasia maligna do cérebro",0
"Barra do Camaratuba","Fístula de via biliar",0
"Barra do Camaratuba","Outras pneumonias virais",0
"Barra do Camaratuba","Desconforto respiratório não especificado do recém-nascido",0
"Barra do Camaratuba","Outras complicações específicas de gestação múltipla",0
"Barra do Camaratuba","Pré-eclâmpsia não especificada",0
"Barra do Camaratuba","Transtorno osteomuscular não especificado pós-procedimento",0
"Barra do Camaratuba","Neoplasia maligna do estômago",0
"Barra do Camaratuba","Cólica nefrética não especificada",0
"Barra do Camaratuba","Bronquite não especificada como aguda ou crônica",0
"Barra do Camaratuba","Diabetes mellitus insulino-dependente - com complicações não especificadas",0
"Barra do Camaratuba","Leucoma aderente",0
"Barra do Camaratuba","Fratura dos ossos malares e maxilares",0
"Barra do Camaratuba","Neoplasia maligna da porção cervical do esôfago (esôfago cervical)",0
"Barra do Camaratuba","Amputação traumática do pé ao nível do tornozelo",0
"Barra do Camaratuba","Incompetência do colo do útero",0
"Barra do Camaratuba","Aborto retido",0
"Barra do Camaratuba","Neoplasia maligna do cerebelo",0
"Barra do Camaratuba","Outras cistites",0
"Barra do Camaratuba","Embolia aérea subseqüentes à infusão",0
"Barra do Camaratuba","Leucemia mielóide aguda",0
"Barra do Camaratuba","Distúrbio metabólico não especificado",0
"Barra do Camaratuba","Calculose da vesícula biliar sem colecistite",0
"Escada","Outros tipos de parto único espontâneo",0
"Escada","Cisto pilonidal com abscesso",0
"Escada","Cistocele",0
"Escada","Anemia nutricional não especificada",0
"Escada","Obstrução do trabalho de parto devida a desproporção feto-pélvica",0
"Escada","Aborto espontâneo - incompleto",0
"Escada","Infecção intestinal bacteriana não especificada",0
"Escada","Neoplasia maligna da trompa de Falópio",0
"Escada","Parto por cesariana eletiva",0
"Escada","Hérnia umbilical com obstrução",0
"Escada","Sialadenite",0
"Escada","Outras enterites virais",0
"Escada","Infecção estreptocócica de localização não especificada",0
"Escada","Outros acidentes isquêmicos cerebrais transitórios e síndromes correlatas",0
"Escada","Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas",0
"Escada","Transtornos não especificados dos glóbulos brancos",0
"Escada","Aderências peritoniais",0
"Escada","Parto por cesariana de emergência",0
"Escada","Púrpura trombocitopênica idiopática",0
"Escada","Septicemia não especificada",0
"Escada","Neoplasia maligna da mama com lesão invasiva",0
"Escada","Parto espontâneo cefálico",1
"Escada","Poliartropatia inflamatória",0
"Escada","Diabetes mellitus não especificado - com complicações circulatórias periféricas",0
"Escada","Pneumonia bacteriana não especificada",0
"Escada","Trabalho de parto e parto complicados por vasa praevia",0
"Escada","Hérnia inguinal unilateral ou não especificada",0
"Escada","Calculose da vesícula biliar com outras formas de colecistite",0
"Escada","Outras afecções especificadas da pele e do tecido subcutâneo",0
"Escada","Outros transtornos especificados dos órgãos genitais masculinos",0
"Escada","Outras colelitíases",0
"Escada","Outros transtornos especificados do aparelho urinário",0
"Escada","Outras doenças bacterianas especificadas",0
"Escada","Retenção urinária",0
"Escada","Infecção estafilocócica de localização não especificada",0
"Escada","Parto único espontâneo",0
"Escada","Outros cistos ovarianos e os não especificados",0
"Escada","Hipertrofia do prepúcio",0
"Escada","Infecção do trato urinário de localização não especificada",0
"Escada","Transtorno depressivo recorrente",0
"Escada","Outros transtornos da placenta",0
"Escada","Hemorróidas externas sem complicação",0
"Escada","Esquizofrenia simples",0
"Escada","Transtorno afetivo bipolar",0
"Escada","Esquizofrenia paranóide",0
"Escada","Fratura do colo do fêmur",0
"Escada","Diarréia e gastroenterite de origem infecciosa presumível",0
"Escada","Dengue [dengue clássico]",0
"Escada","Calculose da vesícula biliar com colicistite aguda",0
"Escada","Neoplasia benigna do útero",0
"Escada","Outra hidrocele",0
"Escada","Neoplasia lipomatosa benigna da pele e do tecido subcutâneo da cabeça",0
"Escada","Outras gastrites",0
"Escada","Fratura das diáfises do rádio e do cúbito [ulna]",0
"Escada","Outros descolamentos da retina",0
"Escada","Edema cerebral traumático",0
"Escada","Obstrução do duodeno",0
"Escada","Cirrose hepática alcoólica",0
"Escada","Outra insuficiência renal crônica",0
"Escada","Neoplasia maligna da porção central da mama",0
"Escada","Traumatismo do cólon",0
"Escada","Hiperplasia da próstata",0
"Escada","Fratura de outras partes e de partes não especificadas do punho e da mão",0
"Escada","Seguimento envolvendo remoção de placa de fratura e outros dispositivos de fixação interna",0
"Escada","Outras coxartroses pós-traumáticas",0
"Escada","Outras formas de doença isquêmica aguda do coração",0
"Escada","Outras esquizofrenias",0
"Escada","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de dependência",0
"Escada","Transtornos mentais e comportamentais devidos ao uso de álcool - transtorno psicótico",0
"Escada","Outras poliartroses",0
"Escada","Luxação congênita unilateral do quadril",0
"Escada","Outras deformidades da orelha",0
"Escada","Insuficiência cardíaca congestiva",0
"Escada","Linfoma não-Hodgkin difuso",0
"Escada","Leiomioma subseroso do útero",0
"Escada","Neoplasia maligna do colo do útero",0
"Escada","Neoplasia de comportamento incerto ou desconhecido do ovário",0
"Escada","Neoplasia lipomatosa benigna da pele e tecido subcutâneo de outras localizações e de localizações não especificadas",0
"Escada","Transtornos inflamatórios da mama",0
"Escada","Outros tipos de parto único por cesariana",0
"Escada","Causas desconhecidas e não especificadas de morbidade",0
"Escada","Trabalho de parto e parto complicados por cordão curto",0
"Escada","Gastrite crônica",0
"Escada","Epilepsia",0
"Escada","Diabetes mellitus não especificado - com complicações não especificadas",0
"Escada","Doença do esôfago",0
"Escada","Pneumonia não especificada",0
"Escada","Outras gastrites agudas",0
"Escada","Asma não especificada",0
"Escada","Desnutrição protéico-calórica não especificada",0
"Escada","Trabalho de parto prolongado",0
"Escada","Infecção viral não especificada",0
"Escada","Nefrite túbulo-intersticial crônica não especificada",0
"Escada","Leiomioma do útero",0
"Escada","Outras doenças da glândula de Bartholin",0
"Escada","Cisto da glândula de Bartholin",0
"Escada","Outros abscessos da faringe",0
"Escada","Calculose de via biliar sem colangite ou colecistite",0
"Escada","Hiperplasia adenomatosa endometrial",0
"Escada","Doença pelo HIV resultando em encefalopatia",0
"Escada","Efeito tóxico do veneno de serpente",0
"Escada","Peritonite aguda",0
"Escada","Traumatismo cerebral focal",0
"Escada","Bexiga neuropática não-inibida não classificada em outra parte",0
"Escada","Doença pulmonar obstrutiva crônica com infecção respiratória aguda do trato respiratório inferior",0
"Escada","Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça",0
"Escada","Esterilização",0
"Escada","Nódulo mamário não especificado",0
"Escada","Trabalho de parto e parto complicados por sofrimento fetal",0
"Escada","Outras anormalidades da contração uterina",0
"Escada","Hérnia ventral sem obstrução ou gangrena",0
"Escada","Pólipo do corpo do útero",0
"Escada","Erisipela",0
"Escada","Gravidez prolongada",0
"Escada","Anemia não especificada",0
"Escada","Hipertensão essencial (primária)",0
"Escada","Bronquite aguda não especificada",0
"Escada","Episódio depressivo moderado",0
"Escada","Gastrite não especificada",0
"Escada","Outras septicemias especificadas",0
"Escada","Outros recém-nascidos de pré-termo",0
"Escada","Tuberculose pulmonar",0
"Escada","Fratura da rótula [patela]",0
"Escada","Fratura da extremidade inferior do úmero",0
"Escada","Neoplasia maligna dos ureteres",0
"Escada","Fratura do maléolo lateral",0
"Escada","Afecções da pele e do tecido subcutâneo",0
"Escada","Cisto ovariano de desenvolvimento",0
"Escada","Parto por cesariana",0
"Escada","Infecção bacteriana não especificada",0
"Escada","Neoplasia benigna de outras partes do útero",0
"Escada","Úlcera gastrojejunal - aguda com hemorragia",0
"Escada","Neoplasia benigna de localização não especificada",0
"Escada","Salpingite e ooforite não especificadas",0
"Escada","Fratura da diáfise do fêmur",0
"Escada","Luxação da articulação do tornozelo",0
"Escada","Neoplasia de comportamento incerto ou desconhecido da bexiga",0
"Escada","Apendicite aguda sem outra especificação",0
"Escada","Outras doenças especificadas do intestino",0
"Escada","Hérnia umbilical sem obstrução ou gangrena",0
"Escada","Neoplasia de comportamento incerto ou desconhecido da próstata",0
"Escada","Nevo melanocítico de outras partes e de partes não especificadas da face",0
"Escada","Neoplasia benigna da glândula parótida",0
"Escada","Outras pneumonias bacterianas",0
"Escada","Outros transtornos respiratórios pós-procedimentos",0
"Escada","Úlcera de decúbito",0
"Escada","Pneumoconiose não especificada",0
"Escada","Pneumonia viral não especificada",0
"Escada","Traumatismo do rim",0
"Escada","Doador de medula óssea",0
"Escada","Leucemia linfoblástica aguda",0
"Escada","Angina instável",0
"Escada","Neoplasia de comportamento incerto ou desconhecido da medula espinhal",0
"Escada","Trabalho de parto precipitado",0
"Escada","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de abstinência com delirium",0
"Escada","Fratura da diáfise da tíbia",0
"Escada","Neoplasia maligna da glândula tireóide",0
"Escada","Gangrena gasosa",0
"Escada","Transtornos do desenvolvimento dos maxilares",0
"Escada","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome [estado] de abstinência",0
"Escada","Insuficiência respiratória do recém-nascido",0
"Escada","Fratura da extremidade distal do rádio e do cúbito [ulna]",0
"Escada","Fenda palatina não especificada",0
"Escada","Fratura da clavícula",0
"Escada","Doença do pâncreas",0
"Escada","Fratura da extremidade superior do úmero",0
"Escada","Acidente vascular cerebral",0
"Escada","Varizes dos membros inferiores com úlcera",0
"Escada","Insuficiência cardíaca não especificada",0
"Escada","Diabetes mellitus não-insulino-dependente - com complicações não especificadas",0
"Escada","Angiopatia periférica em doenças classificadas em outra parte",0
"Escada","Doença pulmonar obstrutiva crônica não especificada",0
"Escada","Hérnia ventral com obstrução",0
